,year,month,date_time,mean_temp
1969,2004,FEB,2004-02-01,-4.3
1970,2004,JAN,2004-01-01,-9.95
1971,2004,JUL,2004-07-01,20.5
1972,2004,JUN,2004-06-01,17.3
1973,2004,MAR,2004-03-01,2.05
1974,2004,MAY,2004-05-01,13.0
1975,2004,NOV,2004-11-01,4.85
1976,2004,OCT,2004-10-01,10.3
1977,2004,SEP,2004-09-01,18.0
1978,2005,APR,2005-04-01,7.55
1979,2005,AUG,2005-08-01,22.2
1980,2005,DEC,2005-12-01,-3.8
1981,2005,FEB,2005-02-01,-4.45
1982,2005,JAN,2005-01-01,-7.35
1983,2005,JUL,2005-07-01,23.75
1984,2005,JUN,2005-06-01,22.25
1985,2005,MAR,2005-03-01,-1.85
1986,2005,MAY,2005-05-01,11.65
1987,2005,NOV,2005-11-01,4.75
1988,2005,OCT,2005-10-01,10.8
1989,2005,SEP,2005-09-01,18.55
1990,2006,APR,2006-04-01,8.05
1991,2006,AUG,2006-08-01,20.9
1992,2006,DEC,2006-12-01,1.6
1993,2006,FEB,2006-02-01,-4.2
1994,2006,JAN,2006-01-01,-0.4
1995,2006,JUL,2006-07-01,23.15
1996,2006,JUN,2006-06-01,19.5
1997,2006,MAR,2006-03-01,0.9
1998,2006,MAY,2006-05-01,14.05
1999,2006,NOV,2006-11-01,5.1
2000,2006,OCT,2006-10-01,8.5
2001,2006,SEP,2006-09-01,15.399999999999999
2002,2007,APR,2007-04-01,5.949999999999999
2003,2007,AUG,2007-08-01,22.0
2004,2007,DEC,2007-12-01,-2.95
2005,2007,FEB,2007-02-01,-8.600000000000001
2006,2007,JAN,2007-01-01,-3.3
2007,2007,JUL,2007-07-01,21.0
2008,2007,JUN,2007-06-01,20.4
2009,2007,MAR,2007-03-01,0.0
2010,2007,MAY,2007-05-01,14.15
2011,2007,NOV,2007-11-01,2.3
2012,2007,OCT,2007-10-01,13.6
2013,2007,SEP,2007-09-01,17.85
2014,2008,APR,2008-04-01,9.25
2015,2008,AUG,2008-08-01,19.6
2016,2008,DEC,2008-12-01,-3.4000000000000004
2017,2008,FEB,2008-02-01,-5.55
2018,2008,JAN,2008-01-01,-2.5
2019,2008,JUL,2008-07-01,21.45
2020,2008,JUN,2008-06-01,19.5
2021,2008,MAR,2008-03-01,-2.2
2022,2008,MAY,2008-05-01,11.7
2023,2008,NOV,2008-11-01,2.5999999999999996
2024,2008,OCT,2008-10-01,8.65
2025,2008,SEP,2008-09-01,16.549999999999997
2026,2009,APR,2009-04-01,7.55
2027,2009,AUG,2009-08-01,20.4
2028,2009,DEC,2009-12-01,-2.75
2029,2009,FEB,2009-02-01,-4.0
2030,2009,JAN,2009-01-01,-9.4
2031,2009,JUL,2009-07-01,19.0
2032,2009,JUN,2009-06-01,17.35
2033,2009,MAR,2009-03-01,0.55
2034,2009,MAY,2009-05-01,12.95
2035,2009,NOV,2009-11-01,5.65
2036,2009,OCT,2009-10-01,8.35
2037,2009,SEP,2009-09-01,16.5
2038,2010,APR,2010-04-01,10.4
2039,2010,AUG,2010-08-01,21.95
2040,2010,DEC,2010-12-01,-4.25
2041,2010,FEB,2010-02-01,-3.75
2042,2010,JAN,2010-01-01,-5.65
2043,2010,JUL,2010-07-01,23.15
2044,2010,JUN,2010-06-01,19.0
2045,2010,MAR,2010-03-01,4.300000000000001
2046,2010,MAY,2010-05-01,15.85
2047,2010,NOV,2010-11-01,4.2
2048,2010,OCT,2010-10-01,9.899999999999999
2049,2010,SEP,2010-09-01,16.0
2050,2011,APR,2011-04-01,6.85
2051,2011,AUG,2011-08-01,21.6
2052,2011,DEC,2011-12-01,0.4
2053,2011,FEB,2011-02-01,-5.7
2054,2011,JAN,2011-01-01,-7.4
2055,2011,JUL,2011-07-01,24.049999999999997
2056,2011,JUN,2011-06-01,18.950000000000003
2057,2011,MAR,2011-03-01,-0.75
2058,2011,MAY,2011-05-01,14.05
2059,2011,NOV,2011-11-01,6.3
2060,2011,OCT,2011-10-01,10.3
2061,2011,SEP,2011-09-01,17.45
2062,2012,APR,2012-04-01,7.05
2063,2012,AUG,2012-08-01,21.200000000000003
2064,2012,DEC,2012-12-01,1.0
2065,2012,FEB,2012-02-01,-0.8
2066,2012,JAN,2012-01-01,-2.2
2067,2012,JUL,2012-07-01,23.9
2068,2012,JUN,2012-06-01,20.4
2069,2012,MAR,2012-03-01,6.45
2070,2012,MAY,2012-05-01,16.25
2071,2012,NOV,2012-11-01,3.3
2072,2012,OCT,2012-10-01,10.05
2073,2012,SEP,2012-09-01,16.0
2074,2013,APR,2013-04-01,5.9
2075,2013,AUG,2013-08-01,20.2
2076,2013,DEC,2013-12-01,-5.0
2077,2013,FEB,2013-02-01,-5.1
2078,2013,JAN,2013-01-01,-2.55
2079,2013,JUL,2013-07-01,21.8
2080,2013,JUN,2013-06-01,17.55
2081,2013,MAR,2013-03-01,-0.09999999999999999
2082,2013,MAY,2013-05-01,14.899999999999999
2083,2013,NOV,2013-11-01,1.5
2084,2013,OCT,2013-10-01,10.4
2085,2013,SEP,2013-09-01,15.3
2086,2014,APR,2014-04-01,5.9
2087,2014,AUG,2014-08-01,19.5
2088,2014,DEC,2014-12-01,-0.6
2089,2014,FEB,2014-02-01,-9.2
2090,2014,JAN,2014-01-01,-9.3
2091,2014,JUL,2014-07-01,19.6
2092,2014,JUN,2014-06-01,19.3
2093,2014,MAR,2014-03-01,-4.8
2094,2014,MAY,2014-05-01,13.9
2095,2014,NOV,2014-11-01,1.7
2096,2014,OCT,2014-10-01,10.4
2097,2014,SEP,2014-09-01,15.9
2098,2015,APR,2015-04-01,7.2
2099,2015,FEB,2015-02-01,-13.3
2100,2015,JAN,2015-01-01,-8.1
2101,2015,MAR,2015-03-01,-2.5
2102,2015,MAY,2015-05-01,15.6
