,Year,Month,Mean Temp (°C),Date/Time
0,1840,JAN,,1840-01
1,1840,FEB,,1840-02
2,1840,MAR,1.2,1840-03
3,1840,APR,6.7,1840-04
4,1840,MAY,12.4,1840-05
5,1840,JUN,15.8,1840-06
6,1840,JUL,19.5,1840-07
7,1840,AUG,19.0,1840-08
8,1840,SEP,12.6,1840-09
9,1840,OCT,7.4,1840-10
10,1840,NOV,2.1,1840-11
11,1840,DEC,-4.9,1840-12
12,1841,JAN,-4.5,1841-01
13,1841,FEB,-5.5,1841-02
14,1841,MAR,-2.3,1841-03
15,1841,APR,4.3,1841-04
16,1841,MAY,11.0,1841-05
17,1841,JUN,19.4,1841-06
18,1841,JUL,19.2,1841-07
19,1841,AUG,18.7,1841-08
20,1841,SEP,16.1,1841-09
21,1841,OCT,5.7,1841-10
22,1841,NOV,1.3,1841-11
23,1841,DEC,-2.0,1841-12
24,1842,JAN,-2.9,1842-01
25,1842,FEB,-2.2,1842-02
26,1842,MAR,2.7,1842-03
27,1842,APR,7.0,1842-04
28,1842,MAY,10.2,1842-05
29,1842,JUN,14.5,1842-06
30,1842,JUL,18.6,1842-07
31,1842,AUG,19.5,1842-08
32,1842,SEP,13.8,1842-09
33,1842,OCT,7.8,1842-10
34,1842,NOV,1.0,1842-11
35,1842,DEC,-3.8,1842-12
36,1843,JAN,-2.2,1843-01
37,1843,FEB,-8.6,1843-02
38,1843,MAR,-5.8,1843-03
39,1843,APR,5.1,1843-04
40,1843,MAY,10.8,1843-05
41,1843,JUN,14.8,1843-06
42,1843,JUL,19.0,1843-07
43,1843,AUG,19.4,1843-08
44,1843,SEP,16.4,1843-09
45,1843,OCT,6.4,1843-10
46,1843,NOV,0.7,1843-11
47,1843,DEC,-0.7,1843-12
48,1844,JAN,-6.5,1844-01
49,1844,FEB,-3.6,1844-02
50,1844,MAR,0.2,1844-03
51,1844,APR,9.3,1844-04
52,1844,MAY,13.2,1844-05
53,1844,JUN,16.1,1844-06
54,1844,JUL,19.5,1844-07
55,1844,AUG,18.4,1844-08
56,1844,SEP,15.4,1844-09
57,1844,OCT,6.6,1844-10
58,1844,NOV,1.9,1844-11
59,1844,DEC,-2.1,1844-12
60,1845,JAN,-3.2,1845-01
61,1845,FEB,-3.5,1845-02
62,1845,MAR,1.6,1845-03
63,1845,APR,5.8,1845-04
64,1845,MAY,10.3,1845-05
65,1845,JUN,15.9,1845-06
66,1845,JUL,19.2,1845-07
67,1845,AUG,19.4,1845-08
68,1845,SEP,12.8,1845-09
69,1845,OCT,7.5,1845-10
70,1845,NOV,2.6,1845-11
71,1845,DEC,-6.3,1845-12
72,1846,JAN,-3.8,1846-01
73,1846,FEB,-7.5,1846-02
74,1846,MAR,-0.3,1846-03
75,1846,APR,6.5,1846-04
76,1846,MAY,13.2,1846-05
77,1846,JUN,17.3,1846-06
78,1846,JUL,20.4,1846-07
79,1846,AUG,19.9,1846-08
80,1846,SEP,17.3,1846-09
81,1846,OCT,7.2,1846-10
82,1846,NOV,5.1,1846-11
83,1846,DEC,-2.8,1846-12
84,1847,JAN,-5.4,1847-01
85,1847,FEB,-5.7,1847-02
86,1847,MAR,-3.3,1847-03
87,1847,APR,3.3,1847-04
88,1847,MAY,11.5,1847-05
89,1847,JUN,14.5,1847-06
90,1847,JUL,19.9,1847-07
91,1847,AUG,17.8,1847-08
92,1847,SEP,13.0,1847-09
93,1847,OCT,6.9,1847-10
94,1847,NOV,3.5,1847-11
95,1847,DEC,-2.0,1847-12
96,1848,JAN,-2.7,1848-01
97,1848,FEB,-2.9,1848-02
98,1848,MAR,-2.2,1848-03
99,1848,APR,4.9,1848-04
100,1848,MAY,12.1,1848-05
101,1848,JUN,16.4,1848-06
102,1848,JUL,18.0,1848-07
103,1848,AUG,19.6,1848-08
104,1848,SEP,12.2,1848-09
105,1848,OCT,7.6,1848-10
106,1848,NOV,0.9,1848-11
107,1848,DEC,-1.5,1848-12
108,1849,JAN,-7.4,1849-01
109,1849,FEB,-7.6,1849-02
110,1849,MAR,0.4,1849-03
111,1849,APR,3.3,1849-04
112,1849,MAY,8.9,1849-05
113,1849,JUN,16.7,1849-06
114,1849,JUL,19.3,1849-07
115,1849,AUG,18.2,1849-08
116,1849,SEP,14.2,1849-09
117,1849,OCT,7.7,1849-10
118,1849,NOV,5.6,1849-11
119,1849,DEC,-3.6,1849-12
120,1850,JAN,-1.9,1850-01
121,1850,FEB,-4.0,1850-02
122,1850,MAR,-1.7,1850-03
123,1850,APR,3.3,1850-04
124,1850,MAY,9.8,1850-05
125,1850,JUN,17.3,1850-06
126,1850,JUL,20.8,1850-07
127,1850,AUG,19.0,1850-08
128,1850,SEP,12.8,1850-09
129,1850,OCT,6.5,1850-10
130,1850,NOV,2.9,1850-11
131,1850,DEC,-5.6,1850-12
132,1851,JAN,-4.5,1851-01
133,1851,FEB,-2.6,1851-02
134,1851,MAR,0.4,1851-03
135,1851,APR,5.0,1851-04
136,1851,MAY,10.7,1851-05
137,1851,JUN,15.1,1851-06
138,1851,JUL,18.4,1851-07
139,1851,AUG,17.3,1851-08
140,1851,SEP,14.9,1851-09
141,1851,OCT,8.6,1851-10
142,1851,NOV,-0.1,1851-11
143,1851,DEC,-6.3,1851-12
144,1852,JAN,-8.0,1852-01
145,1852,FEB,-5.3,1852-02
146,1852,MAR,-3.5,1852-03
147,1852,APR,3.1,1852-04
148,1852,MAY,10.6,1852-05
149,1852,JUN,15.8,1852-06
150,1852,JUL,18.8,1852-07
151,1852,AUG,18.2,1852-08
152,1852,SEP,13.4,1852-09
153,1852,OCT,8.8,1852-10
154,1852,NOV,1.6,1852-11
155,1852,DEC,-0.2,1852-12
156,1853,JAN,-5.6,1853-01
157,1853,FEB,-5.3,1853-02
158,1853,MAR,-1.5,1853-03
159,1853,APR,4.9,1853-04
160,1853,MAY,9.8,1853-05
161,1853,JUN,17.9,1853-06
162,1853,JUL,18.5,1853-07
163,1853,AUG,19.9,1853-08
164,1853,SEP,14.8,1853-09
165,1853,OCT,6.2,1853-10
166,1853,NOV,3.1,1853-11
167,1853,DEC,-4.3,1853-12
168,1854,JAN,-5.9,1854-01
169,1854,FEB,-7.0,1854-02
170,1854,MAR,-1.3,1854-03
171,1854,APR,4.1,1854-04
172,1854,MAY,10.0,1854-05
173,1854,JUN,16.8,1854-06
174,1854,JUL,22.0,1854-07
175,1854,AUG,20.0,1854-08
176,1854,SEP,16.1,1854-09
177,1854,OCT,10.1,1854-10
178,1854,NOV,1.8,1854-11
179,1854,DEC,-5.6,1854-12
180,1855,JAN,-3.9,1855-01
181,1855,FEB,-10.0,1855-02
182,1855,MAR,-2.2,1855-03
183,1855,APR,5.9,1855-04
184,1855,MAY,11.9,1855-05
185,1855,JUN,15.5,1855-06
186,1855,JUL,20.2,1855-07
187,1855,AUG,18.0,1855-08
188,1855,SEP,15.2,1855-09
189,1855,OCT,6.5,1855-10
190,1855,NOV,2.9,1855-11
191,1855,DEC,-3.4,1855-12
192,1856,JAN,-9.8,1856-01
193,1856,FEB,-10.2,1856-02
194,1856,MAR,-5.7,1856-03
195,1856,APR,5.6,1856-04
196,1856,MAY,10.1,1856-05
197,1856,JUN,16.7,1856-06
198,1856,JUL,21.0,1856-07
199,1856,AUG,17.5,1856-08
200,1856,SEP,13.5,1856-09
201,1856,OCT,7.0,1856-10
202,1856,NOV,2.2,1856-11
203,1856,DEC,-5.5,1856-12
204,1857,JAN,-12.1,1857-01
205,1857,FEB,-2.2,1857-02
206,1857,MAR,-3.1,1857-03
207,1857,APR,1.9,1857-04
208,1857,MAY,9.4,1857-05
209,1857,JUN,14.1,1857-06
210,1857,JUL,20.1,1857-07
211,1857,AUG,18.2,1857-08
212,1857,SEP,14.4,1857-09
213,1857,OCT,7.1,1857-10
214,1857,NOV,0.7,1857-11
215,1857,DEC,-1.1,1857-12
216,1858,JAN,-1.4,1858-01
217,1858,FEB,-8.1,1858-02
218,1858,MAR,-1.4,1858-03
219,1858,APR,5.2,1858-04
220,1858,MAY,9.3,1858-05
221,1858,JUN,18.5,1858-06
222,1858,JUL,19.9,1858-07
223,1858,AUG,19.7,1858-08
224,1858,SEP,15.2,1858-09
225,1858,OCT,9.9,1858-10
226,1858,NOV,1.1,1858-11
227,1858,DEC,-2.6,1858-12
228,1859,JAN,-4.1,1859-01
229,1859,FEB,-3.5,1859-02
230,1859,MAR,2.4,1859-03
231,1859,APR,4.4,1859-04
232,1859,MAY,12.9,1859-05
233,1859,JUN,14.7,1859-06
234,1859,JUL,19.5,1859-07
235,1859,AUG,19.6,1859-08
236,1859,SEP,13.4,1859-09
237,1859,OCT,6.6,1859-10
238,1859,NOV,3.6,1859-11
239,1859,DEC,-7.2,1859-12
240,1860,JAN,-4.6,1860-01
241,1860,FEB,-5.3,1860-02
242,1860,MAR,1.5,1860-03
243,1860,APR,4.3,1860-04
244,1860,MAY,13.3,1860-05
245,1860,JUN,17.8,1860-06
246,1860,JUL,18.1,1860-07
247,1860,AUG,18.4,1860-08
248,1860,SEP,13.0,1860-09
249,1860,OCT,8.7,1860-10
250,1860,NOV,3.6,1860-11
251,1860,DEC,-4.5,1860-12
252,1861,JAN,-6.9,1861-01
253,1861,FEB,-3.6,1861-02
254,1861,MAR,-2.8,1861-03
255,1861,APR,5.9,1861-04
256,1861,MAY,8.9,1861-05
257,1861,JUN,16.1,1861-06
258,1861,JUL,18.6,1861-07
259,1861,AUG,19.1,1861-08
260,1861,SEP,15.1,1861-09
261,1861,OCT,9.2,1861-10
262,1861,NOV,3.0,1861-11
263,1861,DEC,-0.8,1861-12
264,1862,JAN,-5.9,1862-01
265,1862,FEB,-5.7,1862-02
266,1862,MAR,-1.7,1862-03
267,1862,APR,4.4,1862-04
268,1862,MAY,11.0,1862-05
269,1862,JUN,15.6,1862-06
270,1862,JUL,19.6,1862-07
271,1862,AUG,19.6,1862-08
272,1862,SEP,15.8,1862-09
273,1862,OCT,9.0,1862-10
274,1862,NOV,2.0,1862-11
275,1862,DEC,-1.7,1862-12
276,1863,JAN,-2.1,1863-01
277,1863,FEB,-5.2,1863-02
278,1863,MAR,-3.3,1863-03
279,1863,APR,5.4,1863-04
280,1863,MAY,12.7,1863-05
281,1863,JUN,16.0,1863-06
282,1863,JUL,19.6,1863-07
283,1863,AUG,19.4,1863-08
284,1863,SEP,13.2,1863-09
285,1863,OCT,8.2,1863-10
286,1863,NOV,4.0,1863-11
287,1863,DEC,-2.6,1863-12
288,1864,JAN,-4.8,1864-01
289,1864,FEB,-3.8,1864-02
290,1864,MAR,-1.7,1864-03
291,1864,APR,5.1,1864-04
292,1864,MAY,12.5,1864-05
293,1864,JUN,17.2,1864-06
294,1864,JUL,21.1,1864-07
295,1864,AUG,20.8,1864-08
296,1864,SEP,13.6,1864-09
297,1864,OCT,7.8,1864-10
298,1864,NOV,2.9,1864-11
299,1864,DEC,-3.4,1864-12
300,1865,JAN,-8.1,1865-01
301,1865,FEB,-5.5,1865-02
302,1865,MAR,0.2,1865-03
303,1865,APR,6.0,1865-04
304,1865,MAY,11.4,1865-05
305,1865,JUN,18.6,1865-06
306,1865,JUL,18.3,1865-07
307,1865,AUG,18.5,1865-08
308,1865,SEP,18.7,1865-09
309,1865,OCT,7.4,1865-10
310,1865,NOV,3.9,1865-11
311,1865,DEC,-1.7,1865-12
312,1866,JAN,-7.0,1866-01
313,1866,FEB,-5.5,1866-02
314,1866,MAR,-2.6,1866-03
315,1866,APR,7.0,1866-04
316,1866,MAY,9.3,1866-05
317,1866,JUN,15.8,1866-06
318,1866,JUL,21.2,1866-07
319,1866,AUG,16.2,1866-08
320,1866,SEP,13.6,1866-09
321,1866,OCT,10.4,1866-10
322,1866,NOV,3.7,1866-11
323,1866,DEC,-3.5,1866-12
324,1867,JAN,-8.1,1867-01
325,1867,FEB,-2.2,1867-02
326,1867,MAR,-2.5,1867-03
327,1867,APR,4.9,1867-04
328,1867,MAY,8.5,1867-05
329,1867,JUN,18.2,1867-06
330,1867,JUL,20.1,1867-07
331,1867,AUG,20.5,1867-08
332,1867,SEP,15.1,1867-09
333,1867,OCT,10.4,1867-10
334,1867,NOV,3.9,1867-11
335,1867,DEC,-5.3,1867-12
336,1868,JAN,-7.8,1868-01
337,1868,FEB,-8.1,1868-02
338,1868,MAR,-0.3,1868-03
339,1868,APR,3.4,1868-04
340,1868,MAY,11.2,1868-05
341,1868,JUN,16.4,1868-06
342,1868,JUL,24.4,1868-07
343,1868,AUG,19.8,1868-08
344,1868,SEP,14.0,1868-09
345,1868,OCT,6.2,1868-10
346,1868,NOV,2.6,1868-11
347,1868,DEC,-4.9,1868-12
348,1869,JAN,-2.1,1869-01
349,1869,FEB,-4.5,1869-02
350,1869,MAR,-4.7,1869-03
351,1869,APR,4.6,1869-04
352,1869,MAY,10.4,1869-05
353,1869,JUN,14.8,1869-06
354,1869,JUL,18.6,1869-07
355,1869,AUG,17.7,1869-08
356,1869,SEP,16.5,1869-09
357,1869,OCT,6.1,1869-10
358,1869,NOV,0.3,1869-11
359,1869,DEC,-1.6,1869-12
360,1870,JAN,-3.9,1870-01
361,1870,FEB,-5.9,1870-02
362,1870,MAR,-2.9,1870-03
363,1870,APR,7.3,1870-04
364,1870,MAY,13.9,1870-05
365,1870,JUN,19.4,1870-06
366,1870,JUL,20.5,1870-07
367,1870,AUG,19.5,1870-08
368,1870,SEP,16.5,1870-09
369,1870,OCT,10.5,1870-10
370,1870,NOV,2.9,1870-11
371,1870,DEC,-3.2,1870-12
372,1871,JAN,-6.2,1871-01
373,1871,FEB,-4.9,1871-02
374,1871,MAR,1.6,1871-03
375,1871,APR,6.8,1871-04
376,1871,MAY,12.0,1871-05
377,1871,JUN,16.6,1871-06
378,1871,JUL,18.9,1871-07
379,1871,AUG,19.9,1871-08
380,1871,SEP,13.2,1871-09
381,1871,OCT,9.7,1871-10
382,1871,NOV,-0.4,1871-11
383,1871,DEC,-5.4,1871-12
384,1872,JAN,-6.2,1872-01
385,1872,FEB,-6.2,1872-02
386,1872,MAR,-6.1,1872-03
387,1872,APR,4.8,1872-04
388,1872,MAY,11.0,1872-05
389,1872,JUN,17.1,1872-06
390,1872,JUL,21.2,1872-07
391,1872,AUG,21.0,1872-08
392,1872,SEP,15.4,1872-09
393,1872,OCT,7.6,1872-10
394,1872,NOV,0.8,1872-11
395,1872,DEC,-8.2,1872-12
396,1873,JAN,-8.3,1873-01
397,1873,FEB,-7.5,1873-02
398,1873,MAR,-3.3,1873-03
399,1873,APR,4.2,1873-04
400,1873,MAY,11.0,1873-05
401,1873,JUN,17.3,1873-06
402,1873,JUL,20.0,1873-07
403,1873,AUG,19.1,1873-08
404,1873,SEP,13.7,1873-09
405,1873,OCT,7.6,1873-10
406,1873,NOV,-2.4,1873-11
407,1873,DEC,-2.0,1873-12
408,1874,JAN,-4.3,1874-01
409,1874,FEB,-5.6,1874-02
410,1874,MAR,-1.4,1874-03
411,1874,APR,0.8,1874-04
412,1874,MAY,11.5,1874-05
413,1874,JUN,17.1,1874-06
414,1874,JUL,19.5,1874-07
415,1874,AUG,19.3,1874-08
416,1874,SEP,17.4,1874-09
417,1874,OCT,8.5,1874-10
418,1874,NOV,1.7,1874-11
419,1874,DEC,-3.9,1874-12
420,1875,JAN,-9.2,1875-01
421,1875,FEB,-12.6,1875-02
422,1875,MAR,-4.9,1875-03
423,1875,APR,2.5,1875-04
424,1875,MAY,10.9,1875-05
425,1875,JUN,16.1,1875-06
426,1875,JUL,19.2,1875-07
427,1875,AUG,18.7,1875-08
428,1875,SEP,13.3,1875-09
429,1875,OCT,6.4,1875-10
430,1875,NOV,-0.1,1875-11
431,1875,DEC,-2.9,1875-12
432,1876,JAN,-1.3,1876-01
433,1876,FEB,-5.0,1876-02
434,1876,MAR,-3.3,1876-03
435,1876,APR,3.6,1876-04
436,1876,MAY,10.7,1876-05
437,1876,JUN,18.6,1876-06
438,1876,JUL,20.3,1876-07
439,1876,AUG,21.2,1876-08
440,1876,SEP,14.3,1876-09
441,1876,OCT,5.9,1876-10
442,1876,NOV,2.9,1876-11
443,1876,DEC,-8.3,1876-12
444,1877,JAN,-8.8,1877-01
445,1877,FEB,-2.0,1877-02
446,1877,MAR,-3.6,1877-03
447,1877,APR,6.5,1877-04
448,1877,MAY,12.0,1877-05
449,1877,JUN,16.7,1877-06
450,1877,JUL,21.1,1877-07
451,1877,AUG,20.9,1877-08
452,1877,SEP,16.6,1877-09
453,1877,OCT,9.9,1877-10
454,1877,NOV,3.0,1877-11
455,1877,DEC,1.2,1877-12
456,1878,JAN,-4.5,1878-01
457,1878,FEB,-3.0,1878-02
458,1878,MAR,3.2,1878-03
459,1878,APR,9.7,1878-04
460,1878,MAY,11.5,1878-05
461,1878,JUN,17.0,1878-06
462,1878,JUL,22.4,1878-07
463,1878,AUG,20.5,1878-08
464,1878,SEP,16.4,1878-09
465,1878,OCT,9.6,1878-10
466,1878,NOV,2.4,1878-11
467,1878,DEC,-4.2,1878-12
468,1879,JAN,-7.1,1879-01
469,1879,FEB,-8.1,1879-02
470,1879,MAR,-1.8,1879-03
471,1879,APR,4.2,1879-04
472,1879,MAY,12.0,1879-05
473,1879,JUN,16.6,1879-06
474,1879,JUL,20.5,1879-07
475,1879,AUG,18.5,1879-08
476,1879,SEP,13.2,1879-09
477,1879,OCT,12.7,1879-10
478,1879,NOV,2.0,1879-11
479,1879,DEC,-3.3,1879-12
480,1880,JAN,0.4,1880-01
481,1880,FEB,-2.6,1880-02
482,1880,MAR,-1.6,1880-03
483,1880,APR,5.3,1880-04
484,1880,MAY,14.7,1880-05
485,1880,JUN,18.7,1880-06
486,1880,JUL,19.8,1880-07
487,1880,AUG,19.3,1880-08
488,1880,SEP,15.8,1880-09
489,1880,OCT,7.3,1880-10
490,1880,NOV,-1.2,1880-11
491,1880,DEC,-6.1,1880-12
492,1881,JAN,-9.0,1881-01
493,1881,FEB,-7.1,1881-02
494,1881,MAR,-1.1,1881-03
495,1881,APR,4.3,1881-04
496,1881,MAY,14.6,1881-05
497,1881,JUN,15.3,1881-06
498,1881,JUL,21.5,1881-07
499,1881,AUG,21.2,1881-08
500,1881,SEP,20.2,1881-09
501,1881,OCT,9.9,1881-10
502,1881,NOV,2.8,1881-11
503,1881,DEC,1.0,1881-12
504,1882,JAN,-5.1,1882-01
505,1882,FEB,-1.0,1882-02
506,1882,MAR,-0.2,1882-03
507,1882,APR,4.6,1882-04
508,1882,MAY,9.5,1882-05
509,1882,JUN,16.3,1882-06
510,1882,JUL,19.4,1882-07
511,1882,AUG,19.8,1882-08
512,1882,SEP,16.4,1882-09
513,1882,OCT,10.9,1882-10
514,1882,NOV,2.0,1882-11
515,1882,DEC,-3.7,1882-12
516,1883,JAN,-8.2,1883-01
517,1883,FEB,-7.0,1883-02
518,1883,MAR,-5.9,1883-03
519,1883,APR,3.5,1883-04
520,1883,MAY,9.6,1883-05
521,1883,JUN,16.6,1883-06
522,1883,JUL,18.5,1883-07
523,1883,AUG,17.6,1883-08
524,1883,SEP,12.6,1883-09
525,1883,OCT,7.2,1883-10
526,1883,NOV,2.8,1883-11
527,1883,DEC,-3.5,1883-12
528,1884,JAN,-9.3,1884-01
529,1884,FEB,-4.9,1884-02
530,1884,MAR,-2.3,1884-03
531,1884,APR,5.0,1884-04
532,1884,MAY,10.6,1884-05
533,1884,JUN,18.2,1884-06
534,1884,JUL,17.8,1884-07
535,1884,AUG,18.5,1884-08
536,1884,SEP,16.5,1884-09
537,1884,OCT,9.1,1884-10
538,1884,NOV,1.1,1884-11
539,1884,DEC,-3.8,1884-12
540,1885,JAN,-8.2,1885-01
541,1885,FEB,-11.9,1885-02
542,1885,MAR,-8.2,1885-03
543,1885,APR,2.9,1885-04
544,1885,MAY,11.0,1885-05
545,1885,JUN,15.6,1885-06
